symbol,HEK293T_HS_rep1,HEK293T_HS_rep2,HEK293T_CTRL_rep1,HEK293T_CTRL_rep2,U2OS_ERR468934,U2OS_ERR468935,U2OS_ERR468936,U2OS_ERR468937,U2OS_ERR468932,U2OS_ERR468933
GPR63,5.19000207600083,7.380004797003118,9.28998745851693,9.28998745851693,8.484331360116016,8.50576889599089,8.552899455662542,3.962309432052472,3.524163790482137,3.81921120992518
GPR65,0.0,0.0,0.0,0.0,0.0,0.0,0.0909882920815164,0.0,0.0,0.0
GPR68,0.1700000680000272,0.2800001820001183,0.2099997165003827,0.2099997165003827,0.0893087511591159,0.1890170865775753,0.1819765841630328,0.4502624354605081,0.0903631741149265,0.0
GPR75,1.8400007360002943,2.940001911001242,6.309991481511499,6.309991481511499,2.5899537836143627,1.8901708657757532,2.183719009956394,3.962309432052472,6.235059013929935,5.682241068425268
GPR78,0.0700000280000112,0.0700000455000295,0.1499997975002733,0.1499997975002733,0.2679262534773478,0.1890170865775753,0.2729648762445492,0.0900524870921016,0.1807263482298531,0.1863029858500088
GPR79,0.0,0.0,0.1299998245002369,0.1299998245002369,0.0,0.0,0.0,0.0,0.0,0.0
GPR82,0.0200000080000032,0.1300000845000549,0.4799993520008747,0.4799993520008747,0.0,0.0945085432887876,0.0,0.0,0.0,0.0
GPR83,0.1200000480000191,0.090000058500038,0.2599996490004738,0.2599996490004738,0.9823962627502756,0.567051259732726,0.909882920815164,1.6209447676578297,2.349442526988092,1.7698783655750832
GPR84,0.0,0.0200000130000084,0.0499999325000911,0.0499999325000911,0.0,0.0,0.0,0.0,0.0,0.1863029858500088
GPR84-AS1,0.1100000440000176,0.1000000650000422,0.2699996355004921,0.2699996355004921,0.0893087511591159,0.0,0.0909882920815164,0.3602099483684065,0.0903631741149265,0.2794544787750131
GPR85,0.8700003480001393,1.7100011115007223,1.4099980965025696,1.4099980965025696,2.232718778977899,1.795662322486966,1.7287775495488118,1.3507873063815246,0.903631741149266,0.7452119434000352
GPR87,0.0,0.0,0.2199997030004009,0.2199997030004009,4.733363811433146,5.67051259732726,5.732262401135534,0.990577358013118,1.355447611723899,1.0246664221750483
GPR88,0.100000040000016,0.0800000520000338,0.0799998920001457,0.0799998920001457,0.0,0.0945085432887876,0.0,0.1801049741842032,0.0903631741149265,0.0931514929250044
GPR89A,17.450006980002794,23.440015236009906,32.44995619255914,32.44995619255914,1.786175023182319,1.2286110627542397,3.093601930771558,4.052361919144573,4.066342835171697,3.81921120992518
GPR89B,9.470003788001517,6.260004069002645,15.749978737528703,15.749978737528703,1.3396312673867392,0.6615598030215137,1.3648243812227463,2.2513121773025406,4.066342835171697,2.0493328443500967
GPR89P,0.0,0.0,0.0,0.0,1.2503225162276237,0.8505768895990892,1.546800965385779,0.2701574612763048,0.8132685670343394,0.7452119434000352
GPRACR,0.0,0.0,0.0599999190001093,0.0599999190001093,1.071705013909391,1.3231196060430277,0.5459297524890985,0.5403149225526097,0.2710895223447798,0.2794544787750131
GPRASP1,0.6900002760001104,0.7200004680003042,1.2099983665022052,1.2099983665022052,2.322027530137015,2.079187952353329,1.546800965385779,2.2513121773025406,1.1747212634940458,1.5835753797250745
GPRASP2,14.00000560000224,13.690008898505784,22.22996998954051,22.22996998954051,27.23916910353037,25.328289601395092,24.475850569927918,15.579080266933584,14.006291987813622,13.693269459975644
GPRASP3,8.740003496001398,7.1800046670030335,11.459984529020884,11.459984529020884,8.84156636475248,6.804615116792713,10.190688713129838,10.35603601559169,16.626824037146495,15.183693346775714
GPRC5A,1.1900004760001903,1.3500008775005703,1.1399984610020777,1.1399984610020777,249.43934198741084,258.6698829814119,247.2151895854801,72.49225210914182,61.35659522403515,59.4306524861528
GPRC5B,12.75000510000204,13.120008528005544,8.27998882201509,8.27998882201509,3.661658797523754,4.06386736141787,5.004356064483402,5.853411660986606,6.325422188044861,6.986361969375329
